-0.999,1.,0.
-0.998,1.,0.
-0.997,1.,0.
-0.996,1.,0.
-0.995,1.,0.
-0.994,1.,0.
-0.993,1.,0.
-0.992,1.,0.
-0.991,1.,0.
-0.99,1.,0.
-0.989,1.,0.
-0.988,1.,0.
-0.987,1.,0.
-0.986,1.,0.
-0.985,1.,0.
-0.984,1.,0.
-0.983,1.,0.
-0.982,1.,0.
-0.981,1.,0.
-0.98,1.,0.
-0.979,1.,0.
-0.978,1.,0.
-0.977,1.,0.
-0.976,1.,0.
-0.975,1.,0.
-0.974,1.,0.
-0.973,1.,0.
-0.972,1.,0.
-0.971,1.,0.
-0.97,1.,0.
-0.969,1.,0.
-0.968,1.,0.
-0.967,1.,0.
-0.966,1.,0.
-0.965,1.,0.
-0.964,1.,0.
-0.963,1.,0.
-0.962,1.,0.
-0.961,1.,0.
-0.96,1.,0.
-0.959,1.,0.
-0.958,1.,0.
-0.957,1.,0.
-0.956,1.,0.
-0.955,1.,0.
-0.954,1.,0.
-0.953,1.,0.
-0.952,1.,0.
-0.951,1.,0.
-0.95,1.,0.
-0.949,1.,0.
-0.948,1.,0.
-0.947,1.,0.
-0.946,1.,0.
-0.945,1.,0.
-0.944,1.,0.
-0.943,1.,0.
-0.942,1.,0.
-0.941,1.,0.
-0.94,1.,0.
-0.9390000000000001,1.,0.
-0.938,1.,0.
-0.937,1.,0.
-0.9359999999999999,1.,0.
-0.935,1.,0.
-0.9339999999999999,1.,0.
-0.933,1.,0.
-0.9319999999999999,1.,0.
-0.931,1.,0.
-0.9299999999999999,1.,0.
-0.929,1.,0.
-0.9279999999999999,1.,0.
-0.927,1.,0.
-0.926,1.,0.
-0.925,1.,0.
-0.924,1.,0.
-0.923,1.,0.
-0.922,1.,0.
-0.921,1.,0.
-0.92,1.,0.
-0.919,1.,0.
-0.918,1.,0.
-0.917,1.,0.
-0.916,1.,0.
-0.915,1.,0.
-0.914,1.,0.
-0.913,1.,0.
-0.912,1.,0.
-0.911,1.,0.
-0.91,1.,0.
-0.909,1.,0.
-0.908,1.,0.
-0.907,1.,0.
-0.906,1.,0.
-0.905,1.,0.
